"id","group","RHM","IC_NE","UVM","IC_NW","LHM","IC_SW","LVM","IC_SE"
1,1,3.07141060551334,1.41816433621929,2.58479244816516,1.95452523582797,2.45166249631141,2.53154220499742,3.21207124587599,2.75987192487585
2,1,2.39296020932809,0.192889890908661,0.813491715788334,0.592509171204762,0.994351325302921,1.58170672026938,1.15847817198771,2.3479129345893
3,1,1.39041444385652,0.709389813503446,1.05600577585499,0.518098277151418,0.622524488904145,0.552704243630708,2.36727241958226,1.25795123235766
4,1,1.11396517984511,0.445492090271785,0.860449596396809,-0.308065105287405,0.974700156935529,0.615360782488877,1.24740710031806,0.213072210970179
5,1,2.31871050505092,1.15979426086491,0.256973435622529,0.110746159050311,2.03094225623775,0.682103693676265,0.682069332586039,0.544094819189851
6,1,1.59826392837918,1.0595031536773,1.26123715449344,0.888540310102623,0.93458929107348,1.2375087425332,1.89155417237864,1.20146537628927
7,1,-0.239136879766975,0.945109286729849,0.101239699297183,0.0716469271636478,0.29340514532951,0.131061029279003,1.35169570888763,0.62199472510957
8,1,0.310351036290445,-0.15320649650625,0.0742871653742477,-0.0679194909656892,1.23703541155682,0.226685727574728,0.0849960280123386,0.147561586210804
9,1,2.40103233842631,1.12805789240251,1.48937587970286,1.28544840972399,0.752997912071491,1.17687694566473,2.98443039569362,1.40448998418994
10,1,4.36706138422931,4.36706138422931,3.54420507316979,3.21207124587599,4.13942053404694,4.13942053404694,3.70640916402148,3.31656422298742
11,1,1.82258526871698,1.65108679125147,1.16067377088589,0.0968841553553334,0.245305234238375,0.64608709572484,0.491644219224278,1.30486672996865
12,2,2.6600072771072,2.05836604906909,1.49304233713914,1.64913702203014,1.7892229719949,1.56610403737369,1.64984554180762,2.59964062699616
13,2,2.88449764676382,2.26302853818935,2.30015676988065,2.54728282220068,2.36137500687964,2.35634490103902,1.7398786347486,2.72549830458671
14,2,2.41830923427909,2.79614921640242,2.65277867680885,1.88667611607858,1.69918456585077,1.32305810500309,1.37659565306353,1.93129063190738
15,2,1.77697073960942,2.442921264253,2.69186010578335,2.83867525947382,2.34421562416714,1.49230771442859,1.36522038835517,1.44750790351771
16,2,2.0071031846869,1.91185771964346,2.43932093465025,2.3196185546714,2.19348599339983,1.81014642792359,1.84221282917375,1.61607020112515
17,2,2.79890714385027,2.88173076442265,2.53370742486971,2.84300600186246,3.13808003910398,2.37325143896819,0.928982842773171,1.91368996807698
